"ID","Pi","Inventaire","Famille","Catégorie","Forme","Type","Période","Texte","Bibliographie","secteur","secteur_ID","x","y"
"ETHVII311",913,"H 136",,,"plat ou lékané",,,"INTÉRIEUR DE PLAT OU DE LÉKANÉ.
Dimensions : 7,2 cm x 6,1 cm. Argile chamois, plus orange au-dessous, plus pâle au-dessus. Base en anneau. Vernis noir mat et s'écaillant. Dessous réservé. Intérieur, partie supérieure d'une figure féminine ailée, peut-être au pas de course, un bras étendu, la tête de profil à gauche, le corps de face. Incisions nombreuses. Rehauts très effacés. Style négligé de la fin du vie ou du début du ve siècle ; très semblable à la figure
noire attique tardive.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 67, no 94, pl. XXVII, 94",,,,
"ETHVII312",1168,"H 332",,,"lékané",,,"FRAGMENT DE LÉKANÉ.
Dimensions 7 cm x 3,7 cm ; ép. 0,67 cm. Argile chamois rosé un peu pâle. Intérieur, vernis noir. A l'extérieur, il subsiste deux zones ; à la zone supérieure, on ne voit plus que les pattes arrières d'un cervidé, à droite ; à la zone inférieure, séparée par un filet, un sphinx à gauche, tête de profil, ailes déployées.  Incisions sur l'aile gauche. Rehauts blancs pour le visage du sphinx et trois bandes sur l'aile gauche qui tracent à peu près les contours. Sur l'aile droite deux bandes. Un bandeau en rehauts rouges sur la tête du sphinx.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 67, no 95, pl. XXVII, 95",,,,
"ETHVII313",925,"H 287",,,"plat","base annulaire",,"FRAGMENT DE PLAT A PIED EN ANNEAU.
Dimensions 9,5 cm x 6,8 cm ; ép. 0,75 cm. Intérieur, vernis noir brunâtre. Extérieur, arêtes rayonnantes séparées par deux lignes concentriques d'une zone d'animaux dont demeurent à gauche un arrière-train de bovidé et à droite la tête et le cou d'une panthère. Incisions assez soignées. Rehauts rouges en traits sur l'arrière-train et rouge sur l'encolure de la panthère.
Probablement local.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 67, no 96, pl. XXVII, 96 ; Anne Coulié p. 101 no 248a","avant 1940",,,
"ETHVII314",919,"H 317",,,"couvercle",,,"FRAGMENT DE COUVERCLE.
Dimensions : 6 cm x 4,5 cm ; ép. 0,6 cm. Intérieur, vernis noir. Extérieur, partie inférieure de deux personnages féminins à droite revêtus de chitons dont le bas est ourlé ; au-dessous
zone décorée de languettes séparées par des traits noirs.  Incisions schématiques. Rehauts blancs pour les pieds des femmes ; rouges pour un pan du chiton et une languette
sur deux.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 67, no 97, pl. XXVII, 97",,,,
"ETHVII315",985,"H 130",,,"lékané",,,"FRAGMENT DE LÉKANÉ.
Dimensions : 4,2 cm x 4 cm ; ép. 0,6 cm. Argile pâle, légèrement chamois, micacée. Intérieur, vernis noir et deux bandes rouges. A l'extérieur subsistent deux zones : a) zone
supérieure : trois pattes de fauve à droite et rosace ; b) au-dessous, lion à gauche et rosace. Incisions soignées. Rehauts rouges pour l'encolure du lion et trois traits rouges sur son arrière-train.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 67, no 98, pl. XXVII, 98",,,,
"ETHVII316",937,"H. 313",,,"lékané",,,"FRAGMENT DE LÉKANÉ.
Dimensions 9,5 cm x 5,3 cm ; ép. 0,8 cm. Argile orangée et micacée. Intérieur, vernis noir et deux lignes de rehauts rouges. Extérieur : sphinx de profil à gauche, puis
panthère dont on voit encore l'avant-train vers la gauche. Dans le champ, rosaces. Incisions nombreuses et rehauts rouges sur le corps du sphinx et de la panthère.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 68, no 99, pl. XXVII, 99",,,,
"ETHVII317",975,"H 292",,,"lékané",,,"FRAGMENT DE LÉKANÉ. 
Dimensions : 6,3 cm x 8,3 cm ; ép. 0,7 cm. Intérieur, vernis noir, deux filets rouges. Extérieur : au centre, personnage masculin, le torse de trois quarts, esquissant un pas de danse, les jambes à droite, la tête retournée à gauche, le bras droit levé, la main gauche abaissée tenant une couronne. A gauche, bras et jambe gauches d'une femme (?) en chiton court (?) dansant, la main baissée rejoint le pied. A droite, personnage masculin dont il ne reste que le bras droit levé et une partie de la tête. Incisions schématiques. Rehauts blancs pour la chair féminine, le collier que porte l'homme nu au centre ; rehauts rouges pour
le chiton et les chevelures des hommes. Style négligé assez tardif (tout à la fin du vie siècle ou début du ve siècle) rappelant celui des pinakes (infra, p. 68), et en général le style grec oriental influencé par le style clazoménien, cf. CVA, British Museum, fasc. 8, II Dn, pl. 14, 3.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 68, no 100, pl. XXVII, 100 ; Ill. London News, 3 sept. 1932, fig. 11",,,,
"ETHVII318",,"D 390",,,"lydion",,,"MOITIÉ DE LYDION dont il manque la base.
Diam. 6,1 cm ; haut. 3,1 cm ; ép. 1,25 cm env. au plus épais.  Argile chamois rose micacée. Bandes en vernis brun noir autour du vase. Probablement local.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 68, no 101, pl. XXVII, 101",,,,
"ETHVII319",,"D 848 ; 53-255",,,"oenochoé","trilobée",,"MOITIÉ D'EMBOUCHURE D'OENOCHOÉ TRILOBÉE.
Larg. max. 7,2 cm ; haut. max. 5,5 cm ; ép. 0,55 cm à 0,65 cm.  Argile brun chamois légèrement micacée et très friable.  Surface très érodée couverte de vernis noir jusqu'au
col. A l'intérieur, près du rebord, vernis noir.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 68, no 102, pl. XXVII, 102",,,,
"ETHVII320",,"H 82",,,"olpé",,,"FRAGMENT D'OLPÉ ?
Diam. max. 4,9 cm ; haut. max. 9 cm. Argile rouge, micacée, surface assez grossière. Décor constitué par une large bande centrale comprise entres des filets circulaires en vernis
brunâtre assez mat. II s'agit très probablement d'une imitation locale d'olpés ioniennes que l'on retrouve dans toute la zone d'influence de l'Ionie. Cf. Lambrino, Histria, fig. 116-117 et p. 164-167.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 68, no 103, pl. XXVII, 103",,,,
"ETHVII321",205,,,,"olpé",,,"OLPÉ.
Haut. 9,1 cm ; haut. avec anse 11 cm. Argile chamois clair brun. Vernis brunâtre sur la partie supérieure (« dipped »). vie siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 68, no 104, pl. XXVII, 104",,,,
"ETHVII322",977,"H 120",,,"plaque",,,"FRAGMENT DE PLAQUE.
Larg. max. 10 cm ; haut. max. 10,5 cm ; ép. 1 cm. Argile chamois (brûlée). Dessous réservé. Tranche vernis noir. Dessus, partie supérieure d'un homme nu ; la tête de profil à gauche, le torse de face ; le bras droit levé, la main gauche sur la hanche. Il esquisse un pas de danse vers la droite. Autour de la plaque, près du rebord, une ligne incisée. Incisions schématiques.
Le dessin en silhouette est fort négligé. Peut se dater, par référence au style du clazoménien et attique à figures noires
tardive, du début du ve siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 69, no 105, pl. XXVIII, 105 ; Anne Coulié p. 126 no 355","avant 1940",,,
"ETHVII323",987,"H 125",,,"plaque",,,"DEUX FRAGMENTS D'UNE PLAQUE SEMBLABLE.
Larg. max. 6,2 cm ; haut. max. 8,7 cm ; ép. 0,95 cm. Argile chamois brunâtre, micacée. Vernis noir comme ci-dessus.  Représentation d'un personnage à droite, peut-être drapé
dans un chiton. Incisions et style comparables à ceux de 977 pi. En haut, à gauche, trou de suspension.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 69, no 106, pl. XXVIII, 106 ; Anne Coulié p. 126 no 353","avant 1940",,,
"ETHVII324",992,"H 123",,,"plaque",,,"FRAGMENT DE PLAQUE.
Larg. max. 5,4 cm ; haut. max. 7 cm. Même argile.  Représentation d'un homme barbu dont il ne subsiste qu'une partie de la tête et le bras droit levé. L'attitude est la même que celle du danseur de 977 pi. Incisions et style comme pour les précédents.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 69, no 107, pl. XXVIII, 107",,,,
"ETHVII325",990,"H 118",,,"plaque",,,"FRAGMENT DE PLAQUE.
Larg. max. 7,8 cm ; haut. max. 8,8 cm ; ép. 0,13 cm. Même argile. Partie inférieure d'un jeune homme qui avançait à droite, en tenant d'une main une couronne. L'anatomie est soulignée par des incisions et des rehauts rouges sur la cuisse.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 69, no 108, pl. XXVIII, 108 ; Anne Coulié p. 126 no 358","avant 1940",,,
"ETHVII326",993,"H 129",,,"plaque",,,"FRAGMENT DE PLAQUE.
Larg. max. 7,2 cm ; haut. max. 5,2 cm. Même argile. Partie inférieure du corps de deux personnages drapés, avec peut-être quelques rehauts rouges.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 69, no 109, pl. XXVIII, 109",,,,
"ETHVII327",,"55-77",,,"plaque",,,"FRAGMENT DE PLAQUE.
Dimensions : 7,5 cm x 6,5 cm. Argile brun chamois. Partie inférieure d'un personnage nu de profil à droite. Incisions schématiques.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 69, no 110, pl. XXVIII, 110 ; Anne Coulié p. 126 no 361","Agora",33,24.713265110,40.779964269
"ETHVII328",,"A 5",,,"plaque",,,"FRAGMENT DE PLAQUE.
Larg. 8,5 cm ; long. 5 cm ; ép. 1 cm. Argile rougeâtre micacée.  Partie inférieure d'un personnage drapé à droite, en vernis brunâtre. Incisions grossières.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 69, no 111, pl. XXVIII, 111 ; Anne Coulié p. 127 no 368",,,,
"ETHVII329",1274,,,,"plaque",,,"FRAGMENT DE PLAQUE.
Larg. 9,5 cm ; long. max. 10,5 cm ; ép. 0,9 cm. Argile orange rouge micacée. Dessous réservé. Partie inférieure d'un danseur à droite en vernis brunâtre. Incisions grossières.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 70, no 112, pl. XXVIII, 112 ; Anne Coulié p. 126 no 357","Dionysion 1953",24,24.714656330,40.780640056
"ETHVII330",928,"H 175",,,"support",,,"FRAGMENT (DEUX) D'UN SUPPORT.
Diam. de la base 12,5 cm ; haut. totale 9,2 cm ; ép. moyenne 0,9 cm. Argile chamois. Intérieur réservé. A l'extérieur, décor de méandres interrompus entre 2 bornes de vernis noir brunâtre ; en haut et en bas, vernis noir et brun rouge.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 70, no 113, pl. XXVIII, 113 ; profil pl. E",,,,
"ETHVII331",,"D 744 ; 53-251",,,"support",,,"FRAGMENT D'UN SUPPORT (?)
Larg. max. 4 cm ; haut. max. 3,6 cm. Argile brune assez pâle, très micacée. Intérieur réservé. A l'extérieur, décor de volute en spirale ; à droite pattes de fauve vers la droite, éléments de remplissage triangulaires ; le tout souligné par un filet ; sur le rebord, au-dessous d'un filet, zone de languettes séparées entre elles, par deux traits verticaux.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 70, no 114, pl. XXVIII, 114",,,,
"ETHVII332",932,"H 192",,,"cratère ou dinos",,,"FRAGMENT DU SUPPORT D'UN CRATÈRE OU D'UN DINOS.
Larg. max. 7,2 cm ; haut. max. 6,7 cm ; ép. 0,8 cm. Argile chamois orangé. Intérieur réservé. Extérieur, décor de vernis noir brunâtre ; partie postérieure du corps d'un cervidé
à gauche et, dans le champ, rosace. Quelques incisions. Sur le rebord qui s'évase, méandre ininterrompu. Pourrait être local.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 70, no 115, pl. XXVIII, 115",,,,
"ETHVII333",,"D 786",,,"tuile",,,"CINQ FRAGMENTS DE TUILE (?) ARCHAÏQUE.
Dimensions : 20,4 cm x 13,7 cm ; ép. 2,25 cm env. Argile brun rouge impure, micacée. Sur une partie légèrement en relief par rapport au reste de la tuile, décor incisé : lignes verticales,
petits cercles, lignes obliques croisées.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 70, no 116, pl. XXIX, 116",,,,
"ETHVII334",,"D 785",,,"pithos",,,"FRAGMENTS (DEUX) DE PITHOS.
Dimensions : 15,2 cm x 16,6 cm ; ép. 2,55 cm. Argile et technique : semblable au précédent.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 70, no 117, pl. XXIX, 117",,,,
"ETHVII335",,"55-198",,,"pithos",,,"FRAGMENT DE PITHOS ARCHAÏQUE.
Dimensions : 14 cm x 10,3 cm ; ép. 4,75 cm au max. Argile brun rouge micacée. Argile et technique semblable au précédent.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 70, no 118, pl. XXIX, 118",,,,
"ETHVII336",,"H 17",,,"pithos?",,,"REBORD D'UN GRAND VASE (PITHOS ?).
Larg. max. 11 cm ; haut. max. 6,3 cm ; ép. 2,85 cm en bas ; 3,3 cm en haut. Argile rougeâtre grossière fortement micacée. Pas de vernis. Décor de godrons en relief unis à leur sommet par des triangles et des volutes. Probablement à dater de la fin du vie siècle, cf. S. Weinberg, Hesperia 23 (1954), p. 129 à 131 et pl. 30.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 70, no 119, pl. XXIX, 119",,,,
"ETHVII337",,"D 790 ; 53-122",,,"couvercle ou plat",,,"FRAGMENT DE COUVERCLE OU DE PLAT.
Larg. max. 4,2 cm ; haut. max. 2,7 cm ; ép. 0,72 cm. Argile chamois rouge micacée. Intérieur, vernis noir brunâtre. Extérieur, très érodé : représentation d'oiseau (?). 
Incisions. Rehauts rouges à l'avant et à l'arrière.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 71, no 120, pl. XXIX, 120",,,,
"ETHVII338",1037,"D 857",,,"grand vase",,,"FRAGMENT DU REBORD D'UN GRAND VASE.
Larg. max. 11,5 cm ; haut. max. 4,1 cm ; larg. du rebord 5 cm.  Argile brun rose, micacée. A gauche oiseau, cygne (?) vers la gauche, suivi d'une panthère qui marche dans la même direction mais se retourne à droite. Incisions très grossières. Rehauts : une bande de rehauts rouges, entre deux minces filets, blancs en bordure de l'aile du cygne ; rouges
sur la crinière, et deux languettes rouges sur le corps de la panthère.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 71, no 121, pl. XXIX, 121",,,,
"ETHVII339",1020,"H 43",,,"bol ou lékané",,,"FRAGMENT DE LÉKANÉ OU DE BOL.
Dimensions : env. 4,7 cm x 4,7 cm ; ép. 0,7 cm. Argile chamois orangée, légèrement grisâtre à l'intérieur. A l'intérieur, vernis noir. A gauche panthère, à droite cervidé, dans le champ rosette ; pas de rehauts apparents. Incisions négligées.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 71, no 122, pl. XXIX, 122",,,,
"ETHVII340",,"H 307",,,"fragment",,,"FRAGMENT.
Dimensions : 10,3 cm x 5,2 cm. Argile chamois orange, micacée. Intérieur réservé. Deux zones : a) languettes ; b) cygnes à droite et remplissage de languettes. Quelques incisions. II semble que l'on ait affaire à une imitation locale de vases du «Swan group » attique.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 71, no 123, pl. XXX, 123",,,,
"ETHVII341",,"D 693",,,"bol",,,"FRAGMENT DE GRAND BOL (A ANSES PAREILLES A CELLES DES LÉKANÉS).
Larg. max. du rebord 9 cm ; larg. max. du fragment 10,8 cm ; ép. env. 0,75 cm. Argile brun chamois clair, micacée, friable et fine. Vernis brun noir mat. Extérieur réservé. A l'intérieur, une bande de rehauts rouges directement posés sur l'argile, une large bande noire avant la tranche. Vernis noir à l'intérieur de l'anse. Rappelle les bols et lékanés « ioniens ».","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 71, no 124, pl. XXIX, 124",,,,
"ETHVII342",,"H 193",,,"coupe?",,,"FRAGMENT DE COUPE (?).
Dimensions : 5,8 cm x 5,8 cm ; ép. 0,55 cm. Intérieur vernis noir (?). Décor de palmette et bouton de lotus ; le vernis est mat. Tourné au violet. La palmette est tardive, peut-être de la fin du ve siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 71, no 125, pl. XXX, 125 ",,,,
"ETHVII343",78,,,,"grand vase",,,"FRAGMENT (D'UN GRAND VASE).
Larg. max. 4,1 cm ; haut. max. 6,6 cm ; ép. variant de 0,95 cm. À 1,3 cm. Intérieur réservé. Décor en vernis noir brunâtre : personnage à gauche (dont il ne demeure que la tête et le torse) revêtu d'un chiton ; au-dessus, zone de décor floral comprenant des boutons de lotus, séparés par des boules surmontées d'une tige verticale. Incisions assez grossières ;
rehauts rouges pour les lotus, la bandelette du personnage.
Assez tardif, peut-être du début du ve siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 71, no 126, pl. XXX, 126",,,,
"ETHVII344",,"H 141",,,"bol ou oenochoé",,,"FRAGMENT (BOL OU OENOCHOÉ).
Larg. max. 5,2 cm ; haut. max. 5,3 cm ; ép. 0,65 cm. Argile très grise, mal cuite. Intérieur réservé. Extérieur : tête et torse de cavalier (?) revêtu d'un chiton, à droite, et reste de la main droite tenant en l'air une baguette ; à droite encolure du cheval. Incisions grossières. Traces de rehauts blancs sur la crinière du cheval. Rehauts rouges sur le chiton et sur l'encolure. Au-dessus de la représentation décor de languettes. Pourrait être local, de la fin du vie ou du début du ve siècle. [l'identification à 963 pi est une annotation manuscrite]","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 71, no 127, pl. XXX, 127",,,,
"ETHVII345",1300,"fond H",,,"tasse",,,"TASSE (A UNE ANSE).
Diam. 9,4 cm ; haut. max. 5,5 cm ; ép. 0,3 cm. Argile chamois rosé. L'intérieur comme l'extérieur est recouvert d'un vernis rouge brunâtre. Le dessous est réservé. viie siècle ou première moitié du vie siècle. II n'est pas possible de déterminer le
lieu de fabrication de cette pièce, qui pourrait d'ailleurs bien être locale. Semblables tasses sont fréquentes, cf. Dragendorff, Thera II, p. 151, fig. 365 ; J. K. Brock, Excavations
in Siphnos, BSA 44 (1949), p. 44, et pl. 16, 2.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 72, no 128, pl. XXX, 128 ; profil pl. E",,,,
"ETHVII346",939,"H 196",,,"cratère",,,"FRAGMENTS DE LA PANSE D'UN CRATÈRE.
Larg. max. 10 cm ; haut. max. 11,7 cm ; ép. 0,8 cm. Argile orangée, micacée. Silène ithyphallique s'avançant à gauche, corps de face, tête de profil à droite, les bras écartés
du corps. Incisions très nombreuses et très détaillées pour l'indication de l'anatomie du corps, des cheveux et de la bouche. Assez tardif ; peut-être à dater de la seconde moitié du ve siècle ; à rapprocher du style des amphores panathénaïques attaques tardives (ive siècle) ; mais aussi de
certains fragments de style grec oriental.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 72, no 129, pl. XXX, 129",,,,
"ETHVII347",841,"H 119",,,"amphore","à tableaux",,"FRAGMENT DU COL ET DE LA PANSE D'UNE AMPHOHE (à tableaux).
Larg. max. 11 cm ; haut. max. 9 cm ; ép. 0,6 cm. Le tableau réservé est bordé en haut par deux filets bruns en vernis délayé, entre lesquels est figurée une zone de palmettes et lotus opposés et alternés, reliés par des entrelacs (les calices des lotus portent des rehauts rouges) ; et de côté par un mince filet rouge brun. La représentation est difficile à interpréter, vu l'état extrêmement érodé du fragment. II demeure en haut, à gauche, une tête masculine à moitié conservée de profil à droite (?) et recouvrant presqu'entièrement une tête féminine. A quelque distance à droite, parties de deux objets oblongs. Peut-être s'agit-il d'une scène de mariage ; les époux, dont on ne voit que les têtes, sont déjà montés sur le chariot (?) : les objets oblongs constituent probablement les cadeaux de mariage. Incisions. Rehauts rouges pour le bandeau
sur la tête masculine. Troisième quart du vie siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 73, no 1, pl. XXXI, 1",,,,
"ETHVII348",929,"H 319",,,"amphore",,,"FRAGMENT D'AMPHORE.
Larg. max. 4,2 cm ; haut. max. 4,3 cm.  Partie supérieure d'un personnage barbu de profil vers la droite, drapé dans un himation.  Incisions. Rehauts rouges pour la barbe et un
pan de l'himation. Troisième quart du vie siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 73, no 2, pl. XXXX, 2",,,,
"ETHVII349",931,"H 169",,,"amphore","à tableaux",,"FRAGMENT D'AMPHORE A TABLEAUX.
Larg. max. 9,7 cm ; haut. max. 4,3 cm ; ép. 0,6 cm. Décor de zigzags assez anguleux sur l'épaule. Seul le haut de la représentation est conservé. Scène de départ (?). Cavalier sur son cheval ; à gauche tête du cavalier de profil à droite, à droite crinière du cheval. Incisions très précises, surtout pour le visage du personnage. Rehauts rouges pour la chevelure.
Le décor en zigzags disposés de cette manière est plutôt rare en Attique. Cf. pour un décor semblable, Beazley, ABV, p. 317, Group of Brussels R 243, nos 1 et 2.
Troisième quart du vie siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 73-74, no 3, pl. XXXI, 3",,,,
"ETHVII350",83,"83  et 76",,"FN","amphore","à tableau",,"FRAGMENTS D'UNE AMPHORE A TABLEAUX.
Champ Sklirou.
A) Sept fragments font probablement partie de la même face :
a) 83π ; larg. max. 7,4 cm ; haut. max. 6 cm. Partie de la bordure noire du tableau de l'amphore, rinceau de vigne, partie d'un personnage à droite, drapé dans une chlamyde.
B) 76π ; larg. max. 18,5 cm ; haut. max. 6 cm. Sacrifice ; de gauche à droite : un personnage en tunique (?) tourné vers la droite reçoit un taureau amené par un personnage drapé, au premier plan devant l'animal (Athéna ?) ; à droite de la représentation un autre personnage, homme ou dieu (Hermès ?), tourné à gauche, est revêtu d'une courte chlamyde. Incisions assez peu soignées. Rehauts rouges en points et taches sur la tunique et la chlamyde, sur la crinière et l'encolure du taureau. Rehauts blancs pour la corne du taureau.
C) Fragment sans numéro. Larg. max. 5,2 cm ; haut. max. 5 cm. Partie de la bordure noire du tableau de l'amphore, rinceau de vigne.
B) 76π. Fragments appartenant peut-être à l'autre face du vase.
Larg. Max. 9,2 cm. ; haut. max. 8 cm. Homme barbu drapé dans un himation, assis à gauche, tenant une lance ou un bâton à la main. A gauche, partie de bouclier, à droite, reste d'un personnage drapé vers la gauche, appuyé sur un bâton. Il s'agit probablement d'une scène de départ de guerrier. Incisions similaires à celles de l'autre face. Rehauts rouges pour !a
barbe de l'homme assis et le décor en pointillé de l'himation. Filet rouge sur la bordure du bouclier.
Aux environs de 500.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 74 , no 4, pl. XXXI, 4.","Champ Sklirou",83,24.714403665,40.779575017
"ETHVII351",1146,"H 344",,,"amphore","panathénaïque",,"FRAGMENT D'AMPHORE PANATHENAÏQUE.
Larg. max. 3,6 cm ; haut. max. 4,7 cm. Partie postérieure du casque d'Athéna et main droite qui darde la lance ; à droite coq. Incisions. Rehauts blancs pour la main d'Athéna.
Dernier quart du vie siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 74, no 5, pl. XXXI, 5",,,,
"ETHVII352",1139,"H 241",,,"amphore","à col",,"FRAGMENT D'AMPHORE A COL.
Larg. max. 5,9 cm ; haut. Mmax. 3,2 cm. Zone de languettes bordant la représentation en haut. Départ de guerrier : tête et cou d'un éphèbe vers la droite, tenant une lance verticale
; à droite pointes de deux lances obliques probablement tenues par un guerrier. Incisions négligées. Rehauts rouges pour le bandeau dans les cheveux.
Aux environs de 500. A comparer aux groupes de « small neck amphorae »,
Beazley, ABV, p. 588.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 74, no 6, pl. XXXI, 6",,,,
"ETHVII353",,"A 168",,,"cothon",,,"FRAGMENT DE COTHON (probablement du type A).
Dimensions : 5,2 cm x 4,7 cm. Sur l'embouchure, quatre lignes rouges, puis points alternés entre deux lignes noires, de part et d'autre, enfin godrons noirs et rouges alternés.
Cf. pour ce type, Beazley, ABV, p. 348.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 74, no 7, pl. XXXI, 7",,,,
"ETHVII354",910,"H 160",,,"cothon",,,"COTHON MINIATURE.
Diam. 3,74 cm. Intérieur, vernis noir. Trait noir autour de la tranche verticale à l'intérieur. Mince filet noir à la partie supérieure, puis rangée de sept cygnes à droite, chacun
accosté de petits traits noirs ; bande noire et arête lancéolée autour de l'attache du pied. Pas d'incisions ; rehauts rouges sur le corps des cygnes.
Attribué au « Swan group », Beazley, ABV, p. 657, no 111.
Troisième quart du vie siècle.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 74, no 8, pl. XXXI, 8 ; profil, pl. E",,,,
