"ID","Pi","Illustration","Secteur","Année","Famille","Catégorie","Type","Forme","Production","Description","Bibliographie","Période","x","y","secteur_ID"
"K01",,"Photothèque EFA, cl. Ph. Collet, N042-04","Evraiocastro, sanctuaire de Déméter","1964","Commune","VR",,"Vase annulaire surmonté d'hydries miniatures","locale","Cinq fragments d'anneau et une hydrie presque complète. Anneau creux de sectioin rectangulaire, plat sur les deux faces, face inférieure irrégulière. L'anneau a reçu 9 hydries sérrées les unes contre les autres, qui ont laissé des traces de décollement, appliquées par simple collage de la pâte avant cuisson ; 3 d'entre elles ont laissé des traces noires (pâte adhésive à bucranes et rosettes relevée dans A. Muller, Les terres cuites votives du Thesmophorion. De l'atelier au sanctuaire, Et. Thas. 17, 1996, p. 462-464). Hydrie à panse large et haute, col court et lèvre mince, évasée. L'anse verticale est placée dans le sens de l'anneau. Aucune communication entre les hydries et l'anneau : ni l'hydrie ni l'anneau ne sont percés. Traces de vernis rouge sur la panse de l'hydrie. Diam. anneau 20 cm ; H. anneau 3,1 cm ; H. hydrie 8,5 cm.","""Chronique des fouilles"", BCH 88, 1964, p. 872, fig. 12  ; Cl. Rolley, ""Le sanctuaire des dieux Patrôoi et le Thesmophorion de Thasos"", BCH 89, 1965, p. 472, fig. 32","Arch ?",24.716190950,40.785092777,1
"K02","8114","Photothèque EFA, cl. Ph. Collet, N042-01, N042-34 à 38","Evraiocastro, sanctuaire de Déméter",,"Commune","Non décoré",,"Vase annulaire surmonté d'hydries miniatures","locale","Deux fragments d'anneau et quatre hydries replacées. Anneau creux de section rectangulaire, plat au-dessus et en dessous, face inférieure non lissée ; petit bourrelet sur le haut de la tranche intérieure ; anneau percé au préalable.
Surmonté, à l'origine, de 5 hydries sans fond, grossièrement appliquées par collage sur l'anneau ; hydrie à col court, lèvre évasée, bas de la panse fortement évasée. Diam. anneau 19 cm ; H. anneau 4 cm ; H. max. 9,4 cm ; H. hydries ~6,6 cm","Cl. Rolley, ""Le sanctuaire des dieux Patrôoi et le Thesmophorion de Thasos"", BCH 89, 1965, p. 472, fig. 33 (avant restauration) ; J. Kozlowski, ""Les vases annulaires surmontés d'hydries du sanctuaire de Déméter à Thasos"", in D. Mulliez (éd.), Thasos. Métropole et colonies, Actes du symposium international à la mémoire de Marina Sgourou, Thasos, 21-22 septembre 2006, Athènes, EFA, 2017, p. 332, fig. 2 (après restauration)","Arch ?",24.716190950,40.785092777,1
"K22",,"Photothèque EFA, Ph. Collet, N042-32","Evraiocastro, sanctuaire de Déméter",,"Commune","Non décoré",,"Vase annulaire surmonté d'hydries miniatures","locale","Quatre tronçons d'anneau jointifs. Anneau creux (et très lourd) de section ovale avec important renflement à mi-hauteur de la paroi extérieure, formant une saillie, face supérieure étroite, plate et lisse ; face inférieure aplatie mais non lissée (très irrégulière) ; inclinaison évidente de l'objet vers l'int. (face supérieure légèrement oblique) ; la face supérieure forme un décrochement sur la tranche extérieure de l'anneau ; petit ""canal"" horizontal continu à la base de la tranche intérieure ; anneau percé surmonté à l'origine de 12 vases à base étroite, légèrement pincée. K. 23 appartient certainement au même objet. Diam. reconstitué 25 cm ; H. anneau 3,9 cm ","Cl. Rolley, ""Le sanctuaire des dieux Patrôoi et le Thesmophorion de Thasos"", BCH 89, 1965, p. 474, fig. 34","Arch ?",24.716190950,40.785092777,1
"K37",,"Photothèque EFA, Ph. Collet, N042-33","Evraiocastro, sanctuaire de Déméter",,"Commune","VN",,"Vase annulaire surmonté d'hydries miniatures","locale","Quatre tronçons jointifs formant l'anneau complet. Anneau creux de section rectangulaire arrondie au niveau de la face inférieure, face supérieure plate ; anneau non percé, surmonté à l'origine de 5 vases à base pincée, aux bords étirés sur les tranches pour le collage. Large bande horizontale en vernis noir sur toute la surface de la tranche extérieure de l'anneau. Diam. anneau 15 cm ; H. anneau 2,1 cm","Cl. Rolley, ""Le sanctuaire des dieux Patrôoi et le Thesmophorion de Thasos"", BCH 89, 1965, p. 474, fig. 34","Arch ?",24.716190950,40.785092777,1
"K08",,"Photothèque EFA, Ph. Collet, N042-29","Evraiocastro, sanctuaire de Déméter",,"Commune","Non décoré",,"Vase annulaire surmonté d'hydries miniatures","locale","Deux fragments d'anneau à double rang d'hydries, dont un fond est en place. Anneau creux de large section circulaire, surmonté de deux rangées de vases : l'une sur le bord supérieur vers l'intérieur (12 traces de vases) et la seconde sur le bord supérieur vers l'extérieur (15 traces de vases). Au total, 27 traces d'hydries, dont un fond encore attaché. Le rang intérieur et le rang extérieur sont très proches, il devait y avoir contact entre les vases, placés en décalage, alternativement. Les vases ne sont pas percés, cependant, l'anneau présente des perforations sur la tranche extérieure, entre deux vases du rang extérieur, placés de façon régulière. Diam. reconstitué 30 cm ; H. anneau 5,4 cm ; H. max. cons. 7,6 cm.","Cl. Rolley, ""Le sanctuaire des dieux Patrôoi et le Thesmophorion de Thasos"", BCH 89, 1965, p. 474, fig. 35 ;  J. Kozlowski, ""Les vases annulaires surmontés d'hydries du sanctuaire de Déméter à Thasos"", in D. Mulliez (éd.), Thasos. Métropole et colonies, Actes du symposium international à la mémoire de Marina Sgourou, Thasos, 21-22 septembre 2006, Athènes, EFA, 2017, p. 334, fig. 8 ","Arch ?",24.716190950,40.785092777,1
"K51",,"Photothèque EFA, cl. Ph. Collet, 2001/031-2","Evraiocastro, sanctuaire de Déméter",,"Commune","Non décoré",,"Vase annulaire surmonté d'hydries miniatures","locale","Quatre fragments jointifs d'un anneau creux, de section large, rectangulaire, face supérieure très large (8 cm), parfaitement plate, tranche extérieure arrondie ; anneau percé sur deux rangs, de façon irrégulière, le rang extérieur présente notamment parfois une double perforation. L'anneau était surmonté à l'origine de 40 hydries : sur le rang intérieur, 16 hydries, sur le rang extérieur, 24. Les hydries du rang intérieur avaient une base très peu déformée, plus large que les hydries du rang extérieur ; toutes les hydries étaient percées. L'objet ne présente pas de décor peint, mais sur la face supérieure, quelques traces de couleur brune (provenant du décor des hydries ?). Diam. reconstitué 36 cm ; H. anneau 4,7 cm","Cl. Rolley, ""Le sanctuaire des dieux Patrôoi et le Thesmophorion de Thasos"", BCH 89, 1965, p. 474, fig. 35 ;  J. Kozlowski, ""Les vases annulaires surmontés d'hydries du sanctuaire de Déméter à Thasos"", in D. Mulliez (éd.), Thasos. Métropole et colonies, Actes du symposium international à la mémoire de Marina Sgourou, Thasos, 21-22 septembre 2006, Athènes, EFA, 2017, p. 334, fig. 5 ","Arch ?",24.716190950,40.785092777,1
"K404",,"Photothèque EFA, cl. Ph. Collet, 2001/010-3","Evraiocastro, sanctuaire de Déméter",,"Commune","Non décoré",,"Vase annulaire surmonté d'hydries miniatures","locale","Hydrie non percée qui surmontait un anneau creux de section probablement assez large et à la face supérieure plate : hydrie à paroie  relativement fine, de forme générale ovoïde,  à épaule ronde, peu marquée ; les anses sont assez fines (par comparaison avec les exemplaires cons.), elles forment de petits boudins modelés qui ont été aplatis : l'anse verticale s'attache sur l'épaule, puis en formant une boucle haute vient s'attacher sur le haut de l'épaule et se place sous la lèvre ; les anses horizontales sont plus aplaties, légèrement relevées et placées près de l'épaule ; au-dessus de l'une des anses horizontales un grossier dépôt de pâte qui présente des traces d'outil, comme si l'on avait voulu ajouter quelque chose par-dessus l'anse ; anse verticale placée plutôt vers l'intérieur de l'anneau ; la base  est étroite, peu déformé, mais le bord placé sur l'extérieur a été plus fortement étiré sur la tranche ; de nombreuses traces de doigt autour de la base. H. hydrie 7,4 cm ; Diam. épaule 4,3 cm","Cl. Rolley, ""Le sanctuaire des dieux Patrôoi et le Thesmophorion de Thasos"", BCH 89, 1965, p. 476, fig. 36","Arch ?",24.716190950,40.785092777,1
"K412",,"Photothèque EFA, cl. Ph. Collet, 2001/009-1","Evraiocastro, sanctuaire de Déméter",,"Commune","Non décoré",,"Vase annulaire surmonté d'hydries miniatures","locale","Fragment d'anneau surmonté d'une hydrie complète. Anneau creux, de section ovale, légèrement aplatie au niveau des faces supérieure et inférieure ; anneau non percé,  surmonté d' un nombre indéterminé de vases, à parois très fines , épaule marquée, mais très arrondie, anses en boudin, relevées vers le haut, mais bien décollées de l'épaule, anse verticale vers l'intérieur de l'objet, qui vient s'accrocher sous la lèvre. H. anneau 2,4 cm ; H. hydrie 5,7 cm ; Diam. épaule 4,7 cm","Cl. Rolley, ""Le sanctuaire des dieux Patrôoi et le Thesmophorion de Thasos"", BCH 89, 1965, p. 476, fig. 36","Arch ?",24.716190950,40.785092777,1
"K417",,,"Evraiocastro, sanctuaire de Déméter",,"Commune","VR",,"Vase annulaire surmonté d'hydries miniatures","locale","Hydrie miniature incomplète qui surmontait un anneau : hydrie à lèvre très évasée, col court, panse assez large, fond déformé, pincé ; anses en boudin légèrement aplaties, anses horizontales légèrement relevées, éloignées de l'épaule, anse verticale prenant naissance sur l'épaisseur de la lèvre ; une autre anse, d'une hydrie voisine est restée collée entre l'anse verticale et une anse horizontale de cette hydrie ; non percée ; anse verticale placée dans le sens de l'anneau. Traces de vernis rouge très résistant sur l'ensemble de l'hydrie et sur l'intérieur de la lèvre. H. hydrie 8,7 cm ; Diam. épaule 5,6 cm ; Diam. ouverture 5,1 cm","Cl. Rolley, ""Le sanctuaire des dieux Patrôoi et le Thesmophorion de Thasos"", BCH 89, 1965, p. 476, fig. 36","Arch ?",24.716190950,40.785092777,1
"K438",,"Photothèque EFA, N042-08","Evraiocastro, sanctuaire de Déméter",,"Commune","VN",,"Vase annulaire surmonté d'hydries miniatures","locale","Grande hydrie à panse de forme ovoïde, sans épaule, col très court et lèvre largement évasée. Anse verticale + ou - dans le sens de l'anneau (léger décalage). Fond non percé. Traces d'un vernis brun près des anses et large bande sur l'intérieur de la lèvre. H. hydrie 9,6 cm ; Diam. ouverture 4,6 cm","Cl. Rolley, ""Le sanctuaire des dieux Patrôoi et le Thesmophorion de Thasos"", BCH 89, 1965, p. 476, fig. 36","Arch ?",24.716190950,40.785092777,1
"K448",,,"Evraiocastro, sanctuaire de Déméter",,"Commune","Non décoré",,"Vase annulaire surmonté d'hydries miniatures","locale","Petite hydrie déformée par l'application des anses et l'assemblage. Col large et ouvert, panse arrondie et basse, épaule inexistante ; anses disproportionnées : larges et longues, fortement décollées du vase ; anse verticale dans le sens de l'anneau ; fond percé. H. hydrie 5,7 cm ; Diam. ouverture 3,4 cm ; Diam. épaule + ou - 3,4 cm
Assemblage : fond fortement pincé, collé puis lissé ? Hh : 5,7 ; Douv : 3,4 ; Dép : + ou - 3,4.","Cl. Rolley, ""Le sanctuaire des dieux Patrôoi et le Thesmophorion de Thasos"", BCH 89, 1965, p. 476, fig. 36","Arch ?",24.716190950,40.785092777,1
"K35",,"Photothèque EFA, cl. Ph. Collet, N042-21","Evraiocastro, sanctuaire de Déméter",,"Commune","VR",,"Vase annulaire surmonté d'hydries miniatures","locale","Tronçon d'anneau creux de section circulaire, légérement aplatie ; face inférieure plus épaisse que les autres ; anneau surmonté d'un nombre indéterminé de vases ; l'anneau est percé d'une petite perforation. Large bande rouge virant au brun sur la tranche extérieure de l'anneau ; sur la face supérieure, décor de pétales de la même couleur ; probablement deux pétales entre chaque vase. Diam. reconstitué 22 cm ; H. anneau 3 cm","J. Kozlowski, ""Les vases annulaires surmontés d'hydries du sanctuaire de Déméter à Thasos"", in D. Mulliez (éd.), Thasos. Métropole et colonies, Actes du symposium international à la mémoire de Marina Sgourou, Thasos, 21-22 septembre 2006, Athènes, 2017","Arch ?",24.716190950,40.785092777,1
"K303",,"Photothèque EFA, cl. Ph. Collet, N042-21","Evraiocastro, sanctuaire de Déméter",,"Commune","VR",,"Vase annulaire surmonté d'hydries miniatures","locale","Fragment d'anneau creux de section ovale ; il est impossible de déterminer si l'anneau était percé  ; surmonté d'un nombre indéterminé de vases. Une large bande horizontale à vernis rouge couvre la tranche extérieure de l'anneau ; sur la face supérieure, décor de pétales fines entres les vases (au moins 3 entre chaque vases). Diam. reconstitué 20 cm ; H. anneau 2,6 cm ; L. conservée 5,5 cm","J. Kozlowski, ""Les vases annulaires surmontés d'hydries du sanctuaire de Déméter à Thasos"", in D. Mulliez (éd.), Thasos. Métropole et colonies, Actes du symposium international à la mémoire de Marina Sgourou, Thasos, 21-22 septembre 2006, Athènes, 2017","Arch ?",24.716190950,40.785092777,1
"K466",,"Photothèque EFA, cl. Ph. Collet N042-21","Evraiocastro, sanctuaire de Déméter",,"Commune","VR",,"Vase annulaire surmonté d'hydries miniatures","locale","Sur un anneau creux de section rectangulaire étroite, aux faces plates, percé au préalable, hydrie percée d'un large trou, à base pincée. Sur tranche extérieure de l'anneau, en vernis rouge, série de losanges jointifs à l'intérieur desquels se trouve un point central ; losanges enfermés entre deux bandes fines parallèles aux extrémités de la tranche. Diam. anneau 21 cm ; H. anneau 3 cm ; H. cons. 4,6 cm
","J. Kozlowski, ""Les vases annulaires surmontés d'hydries du sanctuaire de Déméter à Thasos"", in D. Mulliez (éd.), Thasos. Métropole et colonies, Actes du symposium international à la mémoire de Marina Sgourou, Thasos, 21-22 septembre 2006, Athènes, 2017","Arch ?",24.716190950,40.785092777,1
"K198",,"Photothèque EFA, cl. Ph. Collet, N042-21","Evraiocastro, sanctuaire de Déméter",,"Commune","VR",,"Vase annulaire surmonté d'hydries miniatures","locale","Tronçon d'anneau creux de section rectangulaire fortement inclinée vers l'intérieur de l'objet ; faces inférieures et supérieures aplaties, face inférieure non lissée ; face supérieure étroite ; au bas de la tranche intérieure, petit ""canal"" creusé horizontalement ; sur la tranche extérieure, dans la partie inférieure,  petit creux en entonoir qui devait accueillir une décoration fixée dans la paroie, petit canal s'échappant de façon oblique vers le haut de la tranche, ce creux ne se trouve pas tout à fait entre deux vases ;  l'anneau n'était pas percé, il était  surmonté probablement de cinq vases. Une large bande horizontale en vernis rouge virant au brun couvre l'ensemble de la tranche extérieure de l'anneau ; quelques traces de ce même vernis sur les bords de la base des vases. Diam. reconstitué 17 cm ; H. anneau 2,9 cm","J. Kozlowski, ""Les vases annulaires surmontés d'hydries du sanctuaire de Déméter à Thasos"", in D. Mulliez (éd.), Thasos. Métropole et colonies, Actes du symposium international à la mémoire de Marina Sgourou, Thasos, 21-22 septembre 2006, Athènes, 2017","Arch ?",24.716190950,40.785092777,1
"K91",,"Photothèque EFA, cl. Ph. Collet, N042-21","Evraiocastro, sanctuaire de Déméter",,"Commune","VR",,"Vase annulaire surmonté d'hydries miniatures","locale","Tronçon d'anneau creux de section rectangulaire, tranches légèrement arrondies, face supérieure parfaitement plate (suture au niveau de la face inférieure de l'objet) et lisse, face inférieure légèrement aplatie, non lissée ;  anneau percé d'un large trou (1,1 cm) régulier ; anneau surmonté d'un nombre indéterminé de vases ; parfaitement lissé sur la tranche extérieure. Large bande horizontale en vernis rouge sur l'ensemble de la surface de la tranche extérieure de l'anneau ; sur la face supérieure, décor de petites bandes parallèles, légèrement rayonnantes. Diam. reconstitué 20 cm ; H. anneau 2,4 cm","J. Kozlowski, ""Les vases annulaires surmontés d'hydries du sanctuaire de Déméter à Thasos"", in D. Mulliez (éd.), Thasos. Métropole et colonies, Actes du symposium international à la mémoire de Marina Sgourou, Thasos, 21-22 septembre 2006, Athènes, 2017","Arch ?",24.716190950,40.785092777,1
"K48",,"Photothèque EFA, cl. Ph. Collet, N042-21","Evraiocastro, sanctuaire de Déméter",,"Commune","VN",,"Vase annulaire surmonté d'hydries miniatures","locale","Tronçon d'anneau surmonté d'un fond d'hydrie. Anneau creux de section ovale aplatie, face supérieure totalement plate et lisse, face inférieure très réduite ; aspect général très lissé ; anneau non percé,  surmonté d' un nombre indéterminé de vases. L'anneau présente sur la tranche extérieure une large bande à vernis noir qui remonte légèrement sur la base des hydries. Diam. reconstitué 22 cm ; H. anneau 2,4 cm ; H. max. 4,3 cm","J. Kozlowski, ""Les vases annulaires surmontés d'hydries du sanctuaire de Déméter à Thasos"", in D. Mulliez (éd.), Thasos. Métropole et colonies, Actes du symposium international à la mémoire de Marina Sgourou, Thasos, 21-22 septembre 2006, Athènes, 2017","Arch ?",24.716190950,40.785092777,1
"K92",,"Photothèque EFA, cl. Ph. Collet, N042-27","Evraiocastro, sanctuaire de Déméter",,"Commune","VN",,"Vase annulaire surmonté d'hydries miniatures","locale","Tronçon d'anneau qui n'est pas creux sur toute sa longeur, de section rectangulaire, face supérieure plate et lisse, face inférieure aplatie, non lissée ; anneau percé sur la face supérieure, non pas à l'emplacement d'un arrachement de vase mais entre deux vases ; petite perforation nette (0,3 cm) et profonde qui a transpercée la face inférieure de l'anneau ; surmonté d'un nombre indéterminé de vases. Traces de vernis noir à la fois sur face inférieure et supérieure ; probablement une bande noire horizontale sur la tranche extérieure de l'anneau. Diam. reconstitué 15 cm ; H. anneau 2 cm","J. Kozlowski, ""Les vases annulaires surmontés d'hydries du sanctuaire de Déméter à Thasos"", in D. Mulliez (éd.), Thasos. Métropole et colonies, Actes du symposium international à la mémoire de Marina Sgourou, Thasos, 21-22 septembre 2006, Athènes, 2017","Arch ?",24.716190950,40.785092777,1
"K93",,"Photothèque EFA, cl. Ph. Collet, N042-27","Evraiocastro, sanctuaire de Déméter",,"Commune","VR",,"Vase annulaire surmonté d'hydries miniatures","locale","Tronçon d'anneau creux de section rectangulaire, face supérieure parfaitement plate et lissée, face inférieure aplatie mais non lissée (suture faite à ce niveau), légère inclinaison de l'objet vers l'extérieur de l'anneau ; petite perforation nette (0,4 cm) située entre deux vases ; anneau surmonté d'un nombre indéterminé de vases. Large bande horizontale en vernis rouge, sur toute la hauteur de la tranche extérieure de l'anneau. Diam reconstitué 15 cm ; H. anneau 2,6 cm","J. Kozlowski, ""Les vases annulaires surmontés d'hydries du sanctuaire de Déméter à Thasos"", in D. Mulliez (éd.), Thasos. Métropole et colonies, Actes du symposium international à la mémoire de Marina Sgourou, Thasos, 21-22 septembre 2006, Athènes, 2017","Arch ?",24.716190950,40.785092777,1
"K94",,"Photothèque EFA, cl. Ph. Collet, N042-27","Evraiocastro, sanctuaire de Déméter",,"Commune","Non décoré",,"Vase annulaire surmonté d'hydries miniatures","locale","Quatre fragments d'anneau jointifs. Anneau creux de section ovale aplatie, paroie de la face inférieure épaisse ; une étroite perforation (0,3cm) nette et régulière entre deux vases, sur la face supérieure de l'anneau ; pas de perforation sous les vases ; anneau était surmonté probablement de huit vases. K 267 fait partie du même objet (mais ne colle pas). Diam. reconstitué 22 cm ; H. anneau 2,7 cm","J. Kozlowski, ""Les vases annulaires surmontés d'hydries du sanctuaire de Déméter à Thasos"", in D. Mulliez (éd.), Thasos. Métropole et colonies, Actes du symposium international à la mémoire de Marina Sgourou, Thasos, 21-22 septembre 2006, Athènes, 2017","Arch ?",24.716190950,40.785092777,1
"K196",,"Photothèque EFA, cl. Ph. Collet N042-16","Evraiocastro, sanctuaire de Déméter",,"Commune","Non décoré",,"Vase annulaire surmonté d'hydries miniatures","locale","Un tronçon d'anneau creux en forme de boudin aplati : face inférieure plate, non lissée avec traces de cordages sur lesquelles l'objet a dû sécher ; face supérieure légèrement aplatie ; l'anneau était probablement non percé ; surmonté d'un nombre indéterminé de vases. Diam. reconstitué 19 cm ; H. anneau 1,9 cm.","J. Kozlowski, ""Les vases annulaires surmontés d'hydries du sanctuaire de Déméter à Thasos"", in D. Mulliez (éd.), Thasos. Métropole et colonies, Actes du symposium international à la mémoire de Marina Sgourou, Thasos, 21-22 septembre 2006, Athènes, 2017","Arch ?",24.716190950,40.785092777,1
